API WELL NUMBER,CV_TWPNM,CONAME,Company Phone,WELL NAME,WELL NUMBER,PRODUCING FORMATION,COMPLETED DATE,SECTION,LOT,WELL LATITUDE,WELL LONGITUDE,TANK LATITUDE,TANK LONGITUDE,NUMBER OF STORAGE TANKS,MAXIMUM STORAGE CAPACITY,CNTY_APINO,Nearest_SWIW_API,Nearest_SWIW_km
34127273540000,BEARFIELD,KNOX ENERGY INC.,+1 (740) 927-6731,BENNETT CREEK FARMS     3-3300,3-3300,BEREA SANDSTONE,39203.0,12.0,,39.7005714731084,-82.0356556246462,,,1.0,4200.0,127,34119285310000,8.773693826372238
34127273550000,BEARFIELD,KNOX ENERGY INC.,+1 (740) 927-6731,SMITH R     3-3298,3-3298,BEREA SANDSTONE,39209.0,11.0,,39.7108602496296,-82.0551192489846,,,1.0,4400.0,127,34119285310000,8.89207902411704
34127273560000,BEARFIELD,Eco Power Crypto LLC,832-954-9711,OXFORD-PEABODY     102,102,BEREA SANDSTONE,,3.0,,39.7213657992054,-82.064999282814,39.72121,-82.07409,1.0,100.0,127,34119285310000,8.764113008919969
34127273570000,BEARFIELD,Eco Power Crypto LLC,832-954-9711,OXFORD-PEABODY     101,101,BEREA SANDSTONE,,3.0,,39.7215324442462,-82.0707183453795,39.72121,-82.07409,0.0,0.0,127,34119285310000,9.152429897353649
34127273580000,BEARFIELD,Eco Power Crypto LLC,832-954-9711,OXFORD-PEABODY     104,104,BEREA SANDSTONE,39339.0,4.0,,39.7234713350198,-82.0902349155651,39.72362,-82.09024,1.0,100.0,127,34119285310000,10.468081590454133
34127273590000,HARRISON,KNOX ENERGY INC.,+1 (740) 927-6731,WILSON W     1-3310,1-3310,,39279.0,16.0,,39.7771936162837,-82.0822694905635,,,1.0,4200.0,127,34119285310000,8.60023294435526
34127273600000,BEARFIELD,KNOX ENERGY INC.,+1 (740) 927-6731,TOKIE     3-3297,3-3297,BEREA SANDSTONE,39274.0,11.0,,39.704846304171,-82.0525914613515,39.70491,-82.0524,1.0,4200.0,127,34119285310000,9.239756441410488
34127273610000,BEARFIELD,Eco Power Crypto LLC,832-954-9711,OXFORD-PEABODY     103,103,BEREA SANDSTONE,39363.0,4.0,,39.7233231305194,-82.0845830955261,,,1.0,100.0,127,34119285310000,10.05306031113323
34127273620000,BEARFIELD,Eco Power Crypto LLC,832-954-9711,BLACKER KEVIN     1,1,BEREA SANDSTONE,39302.0,4.0,,39.7194162722217,-82.0915669707778,39.71939,-82.09146,1.0,100.0,127,34119285310000,10.787372645433985
34127273630000,BEARFIELD,KNOX ENERGY INC.,+1 (740) 927-6731,ALLEN DON     1-3311,1-3311,BEREA SANDSTONE,39289.0,9.0,,39.7059144537135,-82.097180026006,,,1.0,4200.0,127,34119285310000,12.002157503688458
34127273640000,BEARFIELD,KNOX ENERGY INC.,+1 (740) 927-6731,KTR FARMS LLC     1-3313,1-3313,BEREA SANDSTONE,39282.0,10.0,,39.7081888938523,-82.069780364686,,,1.0,4400.0,127,34119285310000,10.005210396224902
34127273670000,HARRISON,SWINGLE DRILLING INC,7404698080,MARYS TREE FARM     3,3,BIG INJUN SAND,,28.0,,39.7483156056005,-82.0825172357336,39.74834,-82.08242,0.0,0.0,127,34119285310000,8.8372625896785
34127273680000,BEARFIELD,KNOX ENERGY INC.,+1 (740) 927-6731,INMAN M     2-3370,2-3370,BEREA SANDSTONE,,1.0,,39.7133348097897,-82.0314579088455,39.71331,-82.03137,1.0,4200.0,127,34119285310000,7.386876396652451
34127273690000,BEARFIELD,KNOX ENERGY INC.,+1 (740) 927-6731,THOMAS W     6-3376,6-3376,BEREA SANDSTONE,,1.0,,39.7109522999046,-82.037800984806,39.71108,-82.03754,1.0,4200.0,127,34119285310000,7.9186791751174415
34127273700000,BEARFIELD,KNOX ENERGY INC.,+1 (740) 927-6731,THOMAS W     5-3372,5-3372,BEREA SANDSTONE,,12.0,,39.7079066832259,-82.0293155391518,39.70781,-82.02909,1.0,4200.0,127,34119285310000,7.795100694028898
34127273760000,HARRISON,KNOX ENERGY INC.,+1 (740) 927-6731,RAMBO J     1-3373,1-3373,BEREA SANDSTONE,,16.0,,39.7761628455974,-82.0780951946487,,,1.0,4200.0,127,34119285310000,8.23275237797965
34127273770000,BEARFIELD,KNOX ENERGY INC.,+1 (740) 927-6731,KTR FARMS     2-3371,2-3371,BEREA SANDSTONE,,10.0,,39.7047814073969,-82.0689306000751,,,1.0,4200.0,127,34119285310000,10.208262952055575
34127273950000,BEARFIELD,GEORGE W PLANT DRILLING,7403474678,REED WALTER     4,4,BEREA SANDSTONE,,27.0,,39.6610683110922,-82.0841366825497,,,1.0,100.0,127,34127242600000,10.388943262893275
34127274000000,HARRISON,J D GAS & OIL INC,7407963305,MILLER ETAL     1,1,CLINTON SAND,,6.0,,39.8172392565843,-82.1130969238945,39.81501,-82.11568,0.0,0.0,127,34127271150000,9.745041654717298
34127274090000,HARRISON,ARTEX OIL COMPANY,+1 (740) 373-3313,LEWIS-FRECO UNIT     2,2,BEEKMANTOWN DOLOMITE,,6.0,,39.8071152461991,-82.1209162746898,39.80643,-82.12111,0.0,0.0,127,34127271150000,10.413623479579115
34127274110000,HARRISON,ARTEX OIL COMPANY,+1 (740) 373-3313,FRECO-GILLOGLY UNIT     1,1,,,6.0,,39.8116030626776,-82.1274950049002,,,,,127,34127271150000,9.72590437432023
34127274120000,HARRISON,ARTEX OIL COMPANY,+1 (740) 373-3313,LEWIS-FRECO UNIT     1-A,1-A,BEEKMANTOWN DOLOMITE,,6.0,,39.803147555864,-82.1241233739455,39.80387,-82.12111,0.0,0.0,127,34127271150000,10.703125946105155
34127600960000,BEARFIELD,HISTORIC OWNER,6148885080,PETTIT SAMUEL 1,1,BEREA SANDSTONE,10289.0,26.0,,39.6560402343654,-82.0533482719915,,,,,127,34127242600000,9.737375507598042
34127602290000,COAL,HISTORIC OWNER,6148885080,HOCKING VALLEY PROD CO 193,193,CLINTON SAND,9184.0,32.0,,39.5610718081879,-82.2336229961104,,,,,127,34127226160000,13.482181531057112
34127602400000,COAL,HISTORIC OWNER,6148885080,HOCKING VALLEY PROD CO 194,194,CLINTON SAND,9261.0,32.0,,39.5661780477065,-82.2322307918664,,,,,127,34127226160000,13.047817662966674
34127602870000,COAL,HISTORIC OWNER,6148885080,SUNDAY CREEK COAL CO     65,65,CLINTON SAND,10538.0,34.0,,39.5703270619904,-82.2018814912192,,,,,127,34127242600000,11.785740049871675
34127602880000,COAL,HISTORIC OWNER,6148885080,HOCKING VALLEY PROD CO 208,208,,10252.0,34.0,,39.5669179454894,-82.2043648703456,,,,,127,34127242600000,11.999797673426238
34127602890000,COAL,"PETROX, INC",3306535526,MCCUNE E  #6     3472,3472,CLINTON GROUP,10821.0,34.0,,39.56880109128,-82.2020937424433,,,,,127,34127242600000,11.802974814298041
34127603120000,COAL,HISTORIC OWNER,6148885080,TRIMMER CHARLES E 5,5,CLINTON SAND,9133.0,36.0,,39.5686243837604,-82.1691226274315,,,,,127,34127242600000,8.976887804318837
34127603140000,COAL,HISTORIC OWNER,6148885080,TRIMMER CHARLES E 4,4,CLINTON SAND,8767.0,36.0,,39.570753957173,-82.1668564114049,,,,,127,34127242600000,8.784915974575545
34127603150000,COAL,HISTORIC OWNER,6148885080,WILLIAMS FRANK 7,7,CLINTON SAND,9659.0,36.0,,39.5704781085547,-82.164488085729,,,,,127,34127242600000,8.581303213008605
34127603270000,COAL,HISTORIC OWNER,6148885080,HEMLOCK COAL CO 7A,7A,CLINTON SAND,12821.0,25.0,,39.5774050999596,-82.1635430638732,,,,,127,34127242600000,8.550700264343126
34127603490000,COAL,HISTORIC OWNER,6148885080,HOCKING VALLEY PROD CO 201,201,,9734.0,28.0,,39.583290780559,-82.2148083530936,,,,,127,34127226160000,12.372385020454994
34127603500000,COAL,SCHMELZER PLUGGING LLC,7405694636,H.V.P.     196,196,,,28.0,,39.5754394693692,-82.2219959260443,39.57497,-82.22231,0.0,0.0,127,34127226160000,12.67018180024455
34127603510000,COAL,SCHMELZER PLUGGING LLC,7405694636,HVP     210,210,,10590.0,28.0,,39.5774248112136,-82.2244501393017,39.57704,-82.22474,0.0,0.0,127,34127226160000,12.367815821793286
34127603520000,COAL,SCHMELZER PLUGGING LLC,7405694636,HVP     211,211,CLINTON SAND,10714.0,28.0,,39.5799335884893,-82.224184801994,,,0.0,0.0,127,34127226160000,12.157185418256635
34127603530000,COAL,JEANIE ENTERPRISES LLC,7407432884,HAZELTON HEIRS     1,1,,7306.0,28.0,,39.5818855534401,-82.2195363944401,,,2.0,200.0,127,34127226160000,12.231503655590162
34127603540000,COAL,JEANIE ENTERPRISES LLC,7407432884,HAZELTON HEIRS     2,2,,7306.0,28.0,,39.5816223500179,-82.2174122438738,39.58152,-82.21721,2.0,200.0,127,34127226160000,12.369547667358264
34127603550000,COAL,HISTORIC OWNER,6148885080,HOCKING VALLEY PROD CO 202,202,CLINTON SAND,9863.0,28.0,,39.580171414881,-82.2168752902921,,,,,127,34127226160000,12.523340963063509
34127604850000,COAL,SCHMELZER PLUGGING LLC,7405694636,HVP     109,109,,,30.0,,39.5860424438658,-82.2485258142994,,,1.0,100.0,127,34127226160000,10.436136564146869
34127604890000,COAL,HISTORIC OWNER,6148885080,WION JOHN C 5,5,CLINTON SAND,4750.0,30.0,,39.581292602356,-82.2523285223622,,,,,127,34127226160000,10.744002327679441
34127605130000,COAL,HISTORIC OWNER,6148885080,THE JONES COAL CO 1,1,CLINTON SAND,3470.0,19.0,,39.5955162819289,-82.2519480747669,,,,,127,34127226160000,9.381449618114278
34127271260000,MONROE,RRKK LLC,6142626195,V. A. KETCHAM     5A,5A,BEREA SANDSTONE,35043.0,22.0,,39.5861358694973,-82.0897452691608,39.58704,-82.0948,4.0,400.0,127,34127242600000,2.8983273881453466
34127271800000,MONROE,J T PLUS WELL SERVICE LLC,7403470070,BRUNS # 0,,BEREA SANDSTONE,,13.0,,39.5981493253188,-82.0528560533632,,,,,127,34127242600000,3.401035535086373
34127272180000,MONROE,RRKK LLC,6142626195,KETCHAM VICTOR A     2,2,BEREA SANDSTONE,36338.0,21.0,,39.5874973376392,-82.0943677310114,39.58343,-82.09157,0.0,0.0,127,34127242600000,3.2988386930792637
34127272240000,PLEASANT,GEORGE W PLANT DRILLING,7403474678,PLANT GEORGE W & LEAH     20,20,BEREA SANDSTONE,36466.0,5.0,,39.6400029558886,-82.1139477623493,39.64038,-82.1147,1.0,100.0,127,34127242600000,8.975488860837158
34127272250000,MONROE,LUOIL INC,7403474329,KETCHAM VICTOR     1,1,CLINTON GROUP,36510.0,34.0,,39.5571385687853,-82.0807827005187,39.55733,-82.08097,2.0,200.0,127,34127242600000,1.9057407045658465
34127272330000,MONROE,KELLER BROTHERS & CO,7403474706,ROBERTS GEORGE     38,38,BEREA SANDSTONE,36851.0,26.0,,39.5803108838759,-82.0731931333198,0.0,0.0,1.0,100.0,127,34127242600000,1.4775049853396691
34127272440000,MONROE,KELLER BROTHERS & CO,7403474706,ROBERTS GEORGE     39,39,BEREA SANDSTONE,37196.0,26.0,,39.5794224928386,-82.0742629101821,39.57992,-82.07424,1.0,100.0,127,34127242600000,1.4451492350131736
34127273490000,MONROE,FOUTS WILLIAM BRUCE,7407673943,MAXWELL     4A,4A,BEREA SANDSTONE,39157.0,33.0,,39.5663225226757,-82.1084664575179,,,1.0,100.0,127,34127242600000,3.78843724275299
34127273500000,MONROE,FOUTS WILLIAM BRUCE,7407673943,MAXWELL     5A,5A,BEREA SANDSTONE,39155.0,33.0,,39.5672655426893,-82.1072196502963,39.56721,-82.10703,1.0,100.0,127,34127242600000,3.675225109000493
34127273660000,PLEASANT,Vanny's Petroleum Services LLC,+1 (740) 677-9140,HUSS LORENA & GORDON TRUSTEES     2,2,BEREA SANDSTONE,,21.0,,39.672071384614,-82.0901281978068,39.67173,-82.09024,1.0,100.0,127,34127242600000,11.683659325061303
34127273720000,MONROE,FOUTS WILLIAM BRUCE,7407673943,FOUNDS BETTY     2,2,BEREA SANDSTONE,,33.0,,39.565815699798,-82.1129103137848,,,1.0,100.0,127,34127242600000,4.17261761496019
34127273730000,MONROE,FOUTS WILLIAM BRUCE,7407673943,IRVIN     1,1,BEREA SANDSTONE,,33.0,,39.5626975528495,-82.110671703523,,,1.0,100.0,127,34127242600000,4.026054160906698
34127273740000,MONROE,FOUTS WILLIAM BRUCE,7407673943,FOUNDS     3,3,BEREA SANDSTONE,,33.0,,39.567786083027,-82.1093415207841,,,1.0,100.0,127,34127242600000,3.8546145257139286
34127273780000,MONROE,ALNA ENERGY LLC,7406211472,TELERSKI     1,1,BEREA SANDSTONE,,11.0,,39.6209728042936,-82.0630012219049,,,1.0,35.0,127,34127242600000,5.79319940919622
34127273900000,PLEASANT,Vanny's Petroleum Services LLC,+1 (740) 677-9140,HUSS LORENA & GORDON TRUST     4,4,BEREA SANDSTONE,,21.0,,39.6720339892017,-82.0873041472926,39.67221,-82.08757,1.0,100.0,127,34127242600000,11.636353095771252
34127273910000,PLEASANT,Vanny's Petroleum Services LLC,+1 (740) 677-9140,HUSS LORENA & GORDON TRUST     3,3,BEREA SANDSTONE,,21.0,,39.6727538697057,-82.0890228901543,,,1.0,100.0,127,34127242600000,11.740814111038018
34127273940000,MONROE,FOUTS WILLIAM BRUCE,7407673943,STEINER     1,1,,,28.0,,39.5695650857031,-82.0964051065531,,,1.0,,127,34127242600000,2.744826237241338
34127273990000,MONROE,KELLER BROTHERS & CO,7403474706,O'FARRELL     4,4,BEREA SANDSTONE,,23.0,,39.5886987545723,-82.0585051235637,39.5885,-82.05815,0.0,0.0,127,34127242600000,2.2603369999354492
34127274030000,MONROE,FOUTS WILLIAM BRUCE,7407673943,MAXWELL     6A,6A,,,33.0,,39.5641780978412,-82.1076023476194,39.56451,-82.10746,0.0,0.0,127,34127242600000,3.74048838980265
34127274040000,MONROE,HAPPY ALLEY PRODUCTIONS LTD,7407431511,NUTTER     1,1,CLINTON SAND,,19.0,,39.5981905208963,-82.1402268673384,,,,,127,34127242600000,7.269890515528077
34127274050000,MONROE,FOUTS WILLIAM BRUCE,7407673943,BOBCAT TRAIL     4,4,,,34.0,,39.5574854507589,-82.0950384323523,39.55788,-82.0943,0.0,0.0,127,34127242600000,2.9108254847368777
34127619870000,MONROE,ALNA ENERGY LLC,7406211472,WORLEY DEAVER # 2,2,BEREA SANDSTONE,,2.0,,39.6294313874518,-82.0695661894676,,,1.0,35.0,127,34127242600000,6.747085171201352
34127620490000,MONROE,J T PLUS WELL SERVICE LLC,7403470070,LANE (WEAVER)     1,1,,,11.0,,39.6112025370808,-82.0714213082941,39.61109,-82.07155,1.0,100.0,127,34127242600000,4.7439304566517
34127621600000,MONROE,Keller Krude Oil LLC,+1 (740) 347-9151,DONAHUE     8,8,,,14.0,,39.60110532,-82.06191266,,,1.0,100.0,127,34127242600000,3.5891134211844604
34127621790000,MONROE,HISTORIC OWNER,6148885080,STEWART JASPER 12,12,BEREA SANDSTONE,,14.0,,39.59653129,-82.06779442,,,,,127,34127242600000,3.087972128605352
34127621840000,MONROE,Keller Krude Oil LLC,+1 (740) 347-9151,WM. FISHER     2,2,BEREA SANDSTONE,,14.0,,39.5998769405081,-82.0720799052663,,,1.0,100.0,127,34127242600000,3.5085831855269247
34127621850000,MONROE,Keller Krude Oil LLC,+1 (740) 347-9151,FISHERWILLIAM 10,10,,,14.0,,39.6010506050213,-82.0716929796936,,,,,127,34127242600000,3.6309923189307156
34127621970000,MONROE,Keller Krude Oil LLC,+1 (740) 347-9151,DONAHUE     11,11,,,14.0,,39.60422335,-82.06269266,39.604259,-82.062354,1.0,100.0,127,34127242600000,3.9322204351216725
34127621980000,MONROE,Keller Krude Oil LLC,+1 (740) 347-9151,MARSHALL EC & CLYDE 5,5,,,14.0,,39.60319234,-82.06303664,,,,,127,34127242600000,3.816646154817158
34127621990000,MONROE,Keller Krude Oil LLC,+1 (740) 347-9151,DONAHUE     10,10,,,14.0,,39.60212833,-82.06374461,39.60228,-82.06355,1.0,100.0,127,34127242600000,3.6969787278008357
34127622020000,MONROE,Keller Krude Oil LLC,+1 (740) 347-9151,DONAHUE     4,4,,,14.0,,39.6013403233775,-82.0628546285712,,,1.0,100.0,127,34127242600000,3.6113489239454837
34127622030000,MONROE,Keller Krude Oil LLC,+1 (740) 347-9151,DONAHUE     9,9,,,14.0,,39.60025932,-82.0634866,39.60024,-82.6368,1.0,100.0,127,34127242600000,3.489602347331218
34127622040000,MONROE,Keller Krude Oil LLC,+1 (740) 347-9151,DONAHUE     3,3,,,14.0,,39.59939431,-82.06336059,,,1.0,100.0,127,34127242600000,3.3937070358228656
34127622210000,MONROE,Keller Krude Oil LLC,+1 (740) 347-9151,DONAHUE     23,23,,,14.0,,39.6006809763158,-82.0645477288072,,,1.0,100.0,127,34127242600000,3.535644958355015
34127622220000,MONROE,Keller Krude Oil LLC,+1 (740) 347-9151,,,,,14.0,,39.5988300264892,-82.0651590175736,,,,,127,34127242600000,3.330448614341252
34127622230000,MONROE,Keller Krude Oil LLC,+1 (740) 347-9151,,,,,14.0,,39.5974157038954,-82.0650578097841,,,,,127,34127242600000,3.173047867179028
34127622720000,MONROE,Keller Krude Oil LLC,+1 (740) 347-9151,PETRIGE     2,2,,,15.0,,39.6057458441497,-82.0816444611827,,,,,127,34127242600000,4.357207627975441
34127622740000,MONROE,Keller Krude Oil LLC,+1 (740) 347-9151,DONNELLY MARGARET 1,1,,,15.0,,39.602150070723,-82.0834191962566,,,,,127,34127242600000,4.042317907715047
34127257410000,PIKE,HUFFMAN-BOWERS INC,7403425205,PAXTON     21,2,CLINTON GROUP,30249.0,23.0,,39.674629903892,-82.1790013933565,,,0.0,0.0,127,34127226160000,11.20643581903081
34127257460000,PIKE,ALTIER STEVEN L,7403429805,BOWERS # 1,1,CLINTON GROUP,30284.0,21.0,,39.6854705549892,-82.2097040095423,39.68564,-82.20965,2.0,200.0,127,34127226160000,8.78443316249398
34127257480000,MADISON,VICTOR MCKENZIE DRILLING CO  INC,7404530834,C. STOESSEL # 1,1,CLINTON GROUP,30283.0,15.0,,39.8685559926128,-82.1818647749087,,,,200.0,127,34127271150000,2.6692007621491998
34127257600000,PIKE,HUFFMAN-BOWERS INC,7403425205,PAXTON     23,23,CLINTON GROUP,30288.0,23.0,,39.6763811785919,-82.172615623941,,,1.0,100.0,127,34127226160000,11.766622670276206
34127257880000,MADISON,STONEBRIDGE OPERATING CO LLC,7403736134,T JOHNSON # 1,1,CLINTON GROUP,30298.0,16.0,,39.8715863941605,-82.2015349089872,39.87163,-82.2011,0.0,0.0,127,34127271150000,3.27914291811623
34127257890000,MADISON,STONEBRIDGE OPERATING CO LLC,7403736134,THOMAS H. JOHNSON     4,4,CLINTON GROUP,30487.0,16.0,,39.8692481375308,-82.1996745777624,,,0.0,0.0,127,34127271150000,3.3532007609043872
34127257900000,MADISON,STONEBRIDGE OPERATING CO LLC,7403736134,THOMAS H JOHNSON     3,3,CLINTON GROUP,30305.0,16.0,,39.8679324050759,-82.1951380368434,,,0.0,0.0,127,34127271150000,3.226103482394975
34127258650000,PIKE,NORTHWOOD ENERGY CORP,+1 (614) 457-1024,LEWIS-PEABODY     1,1,CLINTON GROUP,30382.0,22.0,,39.676834794961,-82.1878904106289,,,1.0,100.0,127,34127226160000,10.46972016624753
34127258760000,PIKE,SCHMELZER PLUGGING LLC,7405694636,HILLIS PEABODY LEWIS     2,2,CLINTON GROUP,30394.0,35.0,,39.6533944041863,-82.1749431723225,39.65375,-82.17517,1.0,100.0,127,34127226160000,11.628312190044412
34127258770000,PIKE,SCHMELZER PLUGGING LLC,7405694636,HILLIS PEABODY LEWIS     1,1,CLINTON GROUP,30402.0,35.0,,39.652713218356,-82.1768109049407,39.65437,-82.17584,1.0,100.0,127,34127226160000,11.480347515910251
34127259040000,MADISON,MILLER TIM E,7407432883,WILLIAM BELLVILLE # 1,1,CLINTON GROUP,30454.0,17.0,,39.8758880019076,-82.220346545442,39.87563,-82.22144,0.0,0.0,127,34127271150000,4.374112638104501
34127259550000,MADISON,GARBER URA C,7407432106,EMBREY UNIT #1 # 1,1,CLINTON GROUP,30463.0,29.0,,39.8502818407579,-82.2121152395813,,,,,127,34127271150000,5.665384048599727
34127260010000,MADISON,GAIA EXPLORATION LLC,7406382141,MADDEN-BAUGHMAN # 1,1,CLINTON GROUP,30572.0,21.0,,39.8616420756695,-82.1965026899553,,,1.0,100.0,127,34127271150000,3.8774114663442587
34127260730000,PIKE,NORTHWOOD ENERGY CORP,+1 (614) 457-1024,PEABODY HILLIS & LEWIS     2,2,CLINTON GROUP,30593.0,23.0,,39.6741738266676,-82.1687180794163,39.67258,-82.17122,1.0,100.0,127,34127226160000,12.081103829252578
34127261240000,PIKE,LYONS JOSEPH,7403424334,MULLINS-LINDAMOOD # 2,2,CLINTON GROUP,30791.0,33.0,,39.6583406291178,-82.2189627957679,,,,,127,34127226160000,7.8203236663587825
34127262340000,PIKE,AM-TEK OIL INC,(509)289-4129,HOWDYSHELL LUMBER COMPANY     2,2,CLINTON GROUP,30724.0,17.0,,39.70005862444,-82.2251029769184,39.70004,-82.22481,2.0,200.0,127,34127226160000,8.096944654266522
34127220370000,MADISON,CHAPMAN GARY W,7407872668,THOMPSON JOHN,1,CLINTON GROUP,21874.0,4.0,,39.8951909504069,-82.1880510960142,39.89518,-82.18802,1.0,100.0,127,34127271150000,1.3113649633021178
34127220630000,PIKE,HISTORIC OWNER,6148885080,CAMPBELL CLARENCE 2,2,CLINTON SAND,22034.0,20.0,,39.6846282323717,-82.2341568242523,,,,,127,34127226160000,6.737843456138424
34127220960000,PIKE,Eco Power Crypto LLC,832-954-9711,PETTAT A.T. # 1,1,CLINTON SAND,22194.0,23.0,,39.6792776071946,-82.1785389232732,39.67934,-82.17877,2.0,200.0,127,34127226160000,11.29494077212106
34127221040000,PIKE,Eco Power Crypto LLC,832-954-9711,PETTET A T # 2,2,CLINTON SAND,22194.0,23.0,,39.6785710017524,-82.1742041367047,39.67863,-82.17419,1.0,100.0,127,34127226160000,11.654740253546848
34127222320000,PIKE,HUFFMAN-BOWERS INC,7403425205,D. J. LEWIS # 2,2,CLINTON SAND,22938.0,23.0,,39.6757153723503,-82.1653356808748,39.67556,-82.16492,1.0,100.0,127,34127226160000,12.381720343132567
34127222430000,PIKE,Vanny's Petroleum Services LLC,+1 (740) 677-9140,STEELE     # 1,1,CLINTON GROUP,23001.0,29.0,,39.6667923995361,-82.2264240172074,39.66547,-82.22754,2.0,200.0,127,34127226160000,7.1181961862899605
34127222660000,PIKE,HUFFMAN-BOWERS INC,7403425205,KINSEL-UPSON,1,CLINTON SAND,23084.0,28.0,,39.6618298582507,-82.2188563937742,39.66214,-82.22344,2.0,200.0,127,34127226160000,7.789502341763392
34127223770000,PIKE,HUFFMAN-BOWERS INC,7403425205,UNDERWOOD HEIRS,1,CLINTON SAND,23821.0,17.0,,39.6959904955963,-82.2173007774778,39.69669,-82.21784,2.0,200.0,127,34127226160000,8.51874574547316
34127226080000,PIKE,Eco Power Crypto LLC,832-954-9711,MILLERFRANK W. # 1,1,CLINTON SAND,24406.0,6.0,,39.7335858388713,-82.239548975848,39.73383,-82.23906,1.0,100.0,127,34127226160000,9.501836311820735
34127226170000,MADISON,ELLEN P SHARP LLC,7404530435,BEARD R.E. # 1,1,CLINTON SAND,24417.0,31.0,,39.8252800865092,-82.2390279686823,39.82531,-82.23921,2.0,200.0,127,34127271150000,9.26706444254099
34127226360000,PIKE,Eco Power Crypto LLC,832-954-9711,SNYDER CEMENT # 1A,1-A,CLINTON SAND,24488.0,6.0,,39.7340760952087,-82.243991744416,39.73419,-82.24209,1.0,100.0,127,34127226160000,9.310283348023598
34127233600000,PIKE,OWEN DAVID S,7403422611,JOHNSON,4,CLINTON SAND,26998.0,7.0,,39.7076334840611,-82.2359138384542,39.70789,-82.23596,,,127,34127226160000,7.738749520458115
34127233690000,MADISON,KROFFT AMANDA,7406053841,L. MASON # 2-265,2,CLINTON SAND,27008.0,28.0,,39.8498768582695,-82.1931692005964,39.84773,-82.19475,,,127,34127271150000,4.943549713173738
34127234010000,MADISON,NOBLE OIL CORP,6148466092,HENDERSON     #1,1,CLINTON SAND,27270.0,19.0,,39.8654395671278,-82.2250552723019,,,,,127,34127271150000,5.286060897920279
34127234020000,MADISON,TAYLOR ANTHONY & TARA,7407432261,TAYLOR PHILLIP     1,1,CLINTON SAND,27269.0,19.0,,39.8613516075614,-82.2261400788315,,,,,127,34127271150000,5.623693141617153
34127234070000,MADISON,MASON LARRY,7407432227,L. MASON # 3-266,3,CLINTON SAND,27075.0,28.0,,39.8449395272826,-82.194793571507,,,,,127,34127271150000,5.50720740275756
34127234240000,PIKE,GAIA EXPLORATION LLC,7406382141,HOOVER E     4,4,CLINTON SAND,27240.0,3.0,,39.723257660281,-82.1921265472707,39.72925,-82.19466,1.0,100.0,127,34127226160000,11.821951722812322
34127234250000,PIKE,MAJOR PRODUCING LLC,6142045884,HUMPHREY        2,2,CLINTON SAND,27184.0,10.0,,39.7089357027682,-82.1852586778812,39.70628,-82.1878,1.0,100.0,127,34127226160000,11.603587006609219
34127234260000,PIKE,GAIA EXPLORATION LLC,7406382141,HOOVER E     2,2,CLINTON SAND,27191.0,3.0,,39.7261068501418,-82.1898385880743,39.72925,-82.19466,1.0,100.0,127,34127226160000,12.156171338642142
34127234300000,PIKE,MAJOR PRODUCING LLC,6142045884,W HUMPHREY     1,1,CLINTON SAND,27106.0,10.0,,39.7049012075185,-82.1857389291562,39.70628,-82.1878,1.0,100.0,127,34127226160000,11.393900551365919
34127234320000,PIKE,GAIA EXPLORATION LLC,7406382141,HOOVER E     1,1,CLINTON SAND,27101.0,3.0,,39.7281224060461,-82.1941671890544,39.72925,-82.19465,1.0,100.0,127,34127226160000,11.970857572665327
34127234690000,PIKE,GAIA EXPLORATION LLC,7406382141,WOOD 2,2,CLINTON SAND,27187.0,19.0,,39.6858405912568,-82.2510975189043,39.68562,-82.25104,3.0,300.0,127,34127226160000,5.41485243670691
34127234710000,PIKE,HAZELTON CHARLES F,7403422248,HAZELTON     1-A,1-A,CLINTON SAND,27115.0,29.0,,39.6625476248485,-82.2016296621282,39.66341,-82.23176,1.0,100.0,127,34127226160000,9.255412056543426
34127234860000,MADISON,MIDWEST OIL & GAS,6143260900,FRIEL     #1B,1-B,CLINTON SAND,27256.0,33.0,,39.8319815473748,-82.1947791638426,,,,,127,34127271150000,6.8827960383317315
34127234930000,PIKE,GAIA EXPLORATION LLC,7406382141,CLARK     1,1,CLINTON SAND,27191.0,8.0,,39.7095243963779,-82.2225775670025,39.71106,-82.22299,2.0,200.0,127,34127226160000,8.803885508008179
34127235630000,MADISON,GARBER KAREN E,7407432622,BEACHY     # 2,2,CLINTON SAND,28200.0,30.0,,39.8406510065042,-82.237723950361,,,,,127,34127271150000,7.894699844531212
34127235690000,PIKE,JEANIE ENTERPRISES LLC,7407432884,ZUBER 1,1,CLINTON SAND,27465.0,17.0,,39.7044577220225,-82.2278401227099,39.70965,-82.22688,3.0,300.0,127,34127226160000,8.12603083663077
34127235800000,PIKE,DUSTY DRILLING & PRODUCING CORP,7403422050,UNDERWOOD NED     4,4,CLINTON SAND,27615.0,10.0,,39.7119195619925,-82.1923187804878,,,,,127,34127226160000,11.195317633373655
34127235990000,MADISON,SMITH JOHN C,7407432650,HENDERSON # 1,1,CLINTON SAND,27594.0,20.0,,39.8568220250762,-82.2062522554809,39.85756,-82.20623,0.0,0.0,127,34127271150000,4.782784348390139
