"OGO","OPERATOR","CLIENT_STATUS","API","PF_TYPE","OTHER_TYPE","FARM","SPUD_DATE","WELL_STATUS","WELL_TYPE","IIJA_IND","UNCONVENTIONAL","CONSERVATION","CONFIGURATION","LATITUDE","LONGITUDE","LATITUDE_DECIMAL","LONGITUDE_DECIMAL","REGION","COUNTY","MUNICIPALITY","ADDRESS1","ADDRESS2","CITY","STATE","ZIP","WELL_PAD","WELL_PAD_ID","SITE_ID","PLUG_COMPLETED_DATE","PRIMARY_FACILITY_ID","CLIENT_ID"
"OGO-38490","LEATHERWOOD LLC","Active, Non-Govt","125-01295","OGL","OGW","PIEDMONT COAL 2","1/01/1800","Plugged OG Well","COMB. OIL&GAS","","No","No","Vertical Well","40° 5' 6.39''","-80° 15' 35.3''",40.085108,-80.259806,"EP DOGO SWDO Dstr Off","Washington","South Franklin Twp","1000 CONSOL ENERGY DR","","CANONSBURG","PA","15317-6506","","",229724,"7/14/2025",231701,136197
"OGO-38490","LEATHERWOOD LLC","Active, Non-Govt","125-92088","OGL","OGW","C. S. DAY LOT B 2","1/01/1800","Plugged OG Well","GAS","","No","No","Vertical Well","40° 0' 21.452''","-80° 19' 9.6816''",40.005959,-80.319356,"EP DOGO SWDO Dstr Off","Washington","Morris Twp","1000 CONSOL ENERGY DR","","CANONSBURG","PA","15317-6506","","",808698,"5/01/2025",802259,136197
"OGO-69216","LOLA ENERGY PETROCO LLC","Active, Non-Govt","019-22462","OGL","OGW","DORADO 7 MH","10/11/2015","Plugged OG Well","GAS","","Yes","No","Horizontal Well","41° 5' 23.67''","-79° 48' 6.87''",41.089908,-79.801908,"EP DOGO NWDO Dstr Off","Butler","Washington Twp","4600 J BARRY COURT SUITE 310","","CANONSBURG","PA","15317","DORADO",152832,792106,"4/16/2025",802648,356154
"OGO-69216","LOLA ENERGY PETROCO LLC","Active, Non-Govt","019-22464","OGL","OGW","DORADO 13 BH","10/13/2015","Plugged OG Well","GAS","","Yes","No","Horizontal Well","41° 5' 23.78''","-79° 48' 7.23''",41.089939,-79.802008,"EP DOGO NWDO Dstr Off","Butler","Washington Twp","4600 J BARRY COURT SUITE 310","","CANONSBURG","PA","15317","DORADO",152832,792106,"11/21/2024",802683,356154
"OGO-69216","LOLA ENERGY PETROCO LLC","Active, Non-Govt","019-22466","OGL","OGW","DORADO 17 BH","10/07/2015","Plugged OG Well","GAS","","Yes","No","Horizontal Well","41° 5' 23.59''","-79° 48' 6.91''",41.089886,-79.801919,"EP DOGO NWDO Dstr Off","Butler","Washington Twp","4600 J BARRY COURT SUITE 310","","CANONSBURG","PA","15317","DORADO",152832,792106,"11/25/2024",802689,356154
"OGO-68579","LPR ENERGY LLC","Active, Non-Govt","009-20085","OGL","OGW","DAVIS UNIT 1H","10/07/2010","Plugged OG Well","GAS","","Yes","No","Horizontal Well","40° 11' 46.97''","-78° 39' 40''",40.196381,-78.661111,"EP DOGO NCDO Dstr Off","Bedford","West Saint Clair Twp","PO Box 403","","DUBOIS","PA","15801-0403","DAVIS UNIT 1H",146390,737607,"9/18/2025",733053,304679
"OGO-68579","LPR ENERGY LLC","Active, Non-Govt","021-21164","OGL","OGW","SMITHMYER UNIT 1H","5/11/2011","Plugged OG Well","GAS","","Yes","No","Horizontal Well","40° 36' 36.824''","-78° 35' 12.422''",40.610229,-78.586784,"EP DOGO SWDO Dstr Off","Cambria","Clearfield Twp","PO Box 403","","DUBOIS","PA","15801-0403","SMITHMYER UNIT 1H",146495,736849,"12/11/2024",732466,304679
"OGO-68579","LPR ENERGY LLC","Active, Non-Govt","033-26999","OGL","OGW","SHANNON LAND & MINING 1H","7/01/2011","Plugged OG Well","GAS","","Yes","No","Horizontal Well","40° 57' 23.54''","-78° 26' 2.5''",40.956539,-78.434028,"EP DOGO NCDO Dstr Off","Clearfield","Lawrence Twp","PO Box 403","","DUBOIS","PA","15801-0403","SHANNON LAND & MINING 1H",147035,744783,"8/05/2024",738864,304679
"OGO-68579","LPR ENERGY LLC","Active, Non-Govt","051-24441","OGL","OGW","HALL UNIT 2H","6/22/2011","Plugged OG Well","GAS","","Yes","No","Horizontal Well","39° 46' 11.75''","-79° 24' 39.11''",39.769931,-79.410864,"EP DOGO SWDO Dstr Off","Fayette","Henry Clay Twp","PO Box 403","","DUBOIS","PA","15801-0403","HALL UNIT 1H",148468,741195,"12/16/2023",741438,304679
"OGO-68579","LPR ENERGY LLC","Active, Non-Govt","051-24442","OGL","OGW","HALL UNIT 3H","7/04/2011","Plugged OG Well","GAS","","Yes","No","Horizontal Well","39° 46' 11.89''","-79° 24' 39.05''",39.769969,-79.410847,"EP DOGO SWDO Dstr Off","Fayette","Henry Clay Twp","PO Box 403","","DUBOIS","PA","15801-0403","HALL UNIT 1H",148468,741195,"12/14/2023",741446,304679
"OGO-67455","LT OIL CO LLC","Active, Non-Govt","121-21744","OGL","OGW","STEWART 21Q","2/24/1972","Plugged OG Well","OIL","","No","No","Vertical Well","41° 31' 16.899''","-79° 32' 33.057''",41.521361,-79.542516,"EP DOGO NWDO Dstr Off","Venango","Allegheny Twp","PO BOX 144","","PLEASANTVILLE","PA","16341-0144","","",180860,"9/08/2022",182813,278415
"OGO-67455","LT OIL CO LLC","Active, Non-Govt","121-21748","OGL","OGW","STEWART 25Q","2/26/1972","Plugged OG Well","OIL","","No","No","Vertical Well","41° 31' 11.154''","-79° 32' 27.718''",41.519765,-79.541033,"EP DOGO NWDO Dstr Off","Venango","Allegheny Twp","PO BOX 144","","PLEASANTVILLE","PA","16341-0144","","",180864,"7/21/2023",182817,278415
"OGO-67455","LT OIL CO LLC","Active, Non-Govt","121-25953","OGL","OGW","WOLF'S HEAD #1 10Q","12/21/1978","Plugged OG Well","OIL","","No","No","Vertical Well","41° 31' 25.32''","-79° 33' 1.926''",41.5237,-79.550535,"EP DOGO NWDO Dstr Off","Venango","Allegheny Twp","PO BOX 144","","PLEASANTVILLE","PA","16341-0144","","",185077,"9/06/2022",187038,278415
"OGO-67455","LT OIL CO LLC","Active, Non-Govt","121-28623","OGL","OGW","WHITE (CUBBON) 4","11/15/1980","Plugged OG Well","OIL","","No","No","Vertical Well","41° 28' 21.04''","-79° 39' 18.83''",41.472511,-79.655231,"EP DOGO NWDO Dstr Off","Venango","Cornplanter Twp","PO BOX 144","","PLEASANTVILLE","PA","16341-0144","","",187753,"9/13/2022",189716,278415
"OGO-67455","LT OIL CO LLC","Active, Non-Govt","121-28626","OGL","OGW","WHITE (CUBBON) 7","11/10/1980","Plugged OG Well","OIL","","No","No","Vertical Well","41° 28' 16.66''","-79° 39' 14.47''",41.471294,-79.654019,"EP DOGO NWDO Dstr Off","Venango","Cornplanter Twp","PO BOX 144","","PLEASANTVILLE","PA","16341-0144","","",187756,"9/14/2022",189719,278415
"OGO-67455","LT OIL CO LLC","Active, Non-Govt","121-28627","OGL","OGW","WHITE (CUBBON) 8","12/05/1980","Plugged OG Well","OIL","","No","No","Vertical Well","41° 28' 13.07''","-79° 39' 2.79''",41.470297,-79.650775,"EP DOGO NWDO Dstr Off","Venango","Cornplanter Twp","PO BOX 144","","PLEASANTVILLE","PA","16341-0144","","",187757,"9/15/2022",189720,278415
"OGO-67455","LT OIL CO LLC","Active, Non-Govt","121-28629","OGL","OGW","WHITE (CUBBON) 10","11/13/1980","Plugged OG Well","OIL","","No","No","Vertical Well","41° 28' 12.4''","-79° 39' 15.12''",41.470111,-79.6542,"EP DOGO NWDO Dstr Off","Venango","Cornplanter Twp","PO BOX 144","","PLEASANTVILLE","PA","16341-0144","","",187759,"9/20/2022",189722,278415
"OGO-67455","LT OIL CO LLC","Active, Non-Govt","121-28631","OGL","OGW","WHITE (CUBBON) 12","2/05/1981","Plugged OG Well","OIL","","No","No","Vertical Well","41° 28' 9.02''","-79° 39' 11.07''",41.469172,-79.653075,"EP DOGO NWDO Dstr Off","Venango","Cornplanter Twp","PO BOX 144","","PLEASANTVILLE","PA","16341-0144","","",187761,"9/22/2022",189724,278415
"OGO-6037","LYTLE ROBERT P","Active, Indiv","049-22768","OGL","OGW","ROBERT LYTLE 1","1/01/1800","Plugged OG Well","UNDETERMINED","","No","No","Vertical Well","42° 8' 43.162''","-80° 0' 26.589''",42.145323,-80.007386,"EP DOGO NWDO Dstr Off","Erie","Harborcreek Twp","2330 SALTSMAN RD","","ERIE","PA","16510-2358","","",38464,"5/07/2024",40216,118611
"OGO-69231","M4 ENERGY LLC","Active, Non-Govt","051-24303","OGL","OGW","MAWC 7020 1H","6/25/2010","Plugged OG Well","GAS","","Yes","No","Horizontal Well","39° 58' 40.06''","-79° 26' 13.7''",39.977794,-79.437139,"EP DOGO SWDO Dstr Off","Fayette","Springfield Twp","601 LIBERTY ST","","WATSONTOWN","PA","17777-1133","MAWC 7020",148846,721520,"12/27/2023",725920,357069
"OGO-69231","M4 ENERGY LLC","Active, Non-Govt","051-24464","OGL","OGW","MAWC 7020 3H","10/03/2011","Plugged OG Well","GAS","","Yes","No","Horizontal Well","39° 58' 40.13''","-79° 26' 14.07''",39.977814,-79.437242,"EP DOGO SWDO Dstr Off","Fayette","Springfield Twp","601 LIBERTY ST","","WATSONTOWN","PA","17777-1133","MAWC 7020",148846,721520,"12/21/2023",744754,357069
"OGO-5371","MANUFACTURERS LIGHT & HEAT CO","Out of Business, Non-Govt","059-00204","OGL","OGW","ASA M HUGHES 2439","1/01/1800","Plugged OG Well","UNDETERMINED","","No","No","Vertical Well","39° 51' 39.808''","-80° 26' 21.829''",39.861058,-80.439397,"EP DOGO SWDO Dstr Off","Greene","Richhill Twp","800 UNION TRUST BLDG","","PITTSBURGH","PA","15219","","",111256,"5/12/2022",113149,72957
"OGO-5371","MANUFACTURERS LIGHT & HEAT CO","Out of Business, Non-Govt","059-00217","OGL","OGW","JOHN & REBECCA LIGHTNER 1","1/01/1800","Plugged OG Well","MULTIPLE WELL BORE TYPE","","No","No","Vertical Well","39° 51' 6.3792''","-80° 18' 14.738''",39.851772,-80.304094,"EP DOGO SWDO Dstr Off","Greene","Center Twp","800 UNION TRUST BLDG","","PITTSBURGH","PA","15219","","",111262,"5/29/2024",113155,72957
"OGO-5371","MANUFACTURERS LIGHT & HEAT CO","Out of Business, Non-Govt","059-90104","OGL","OGW","FANNIE G STEWART 2","1/01/1800","Plugged OG Well","DRY HOLE","","No","No","Vertical Well","39° 50' 58.192''","-80° 17' 2.9652''",39.849498,-80.284157,"EP DOGO SWDO Dstr Off","Greene","Center Twp","800 UNION TRUST BLDG","","PITTSBURGH","PA","15219","","",808311,"7/25/2024",801872,72957
"OGO-5371","MANUFACTURERS LIGHT & HEAT CO","Out of Business, Non-Govt","059-90178","OGL","OGW","A E PHILLIPS 1-3693","1/01/1800","Plugged OG Well","GAS","","No","No","Vertical Well","39° 58' 15.438''","-80° 17' 13.236''",39.970955,-80.28701,"EP DOGO SWDO Dstr Off","Greene","Morris Twp","800 UNION TRUST BLDG","","PITTSBURGH","PA","15219","","",806312,"1/20/2023",799873,72957
"OGO-36154","MARCO DRILLING INC","Active, Non-Govt","003-22250","OGL","OGW","CHARLES BRUSCO 1","10/15/2013","Plugged OG Well","COMB. OIL&GAS","","No","No","Vertical Well","40° 33' 55.68''","-79° 52' 18.4''",40.565467,-79.871778,"EP DOGO SWDO Dstr Off","Allegheny","Indiana Twp","PO BOX 278","","MONROEVILLE","PA","15146-0278","","",772437,"6/15/2022",764308,93303
"OGO-69498","MARSHALL CNTY COAL RES INC","Active, Non-Govt","059-28269","OGL","OGW","JIMMY STRUDER M-1782 1","1/01/1800","Plugged OG Well","UNDETERMINED","","No","No","Undetermined","39° 48' 48.499''","-80° 31' 2.7984''",39.813472,-80.517444,"EP DOGO SWDO Dstr Off","Greene","Aleppo Twp","46226 NATIONAL RD","","SAINT CLAIRSVILLE","OH","43950-8742","","",860783,"2/28/2025",862075,358018
"OGO-17905","MARTIN B SIMMONS","Active, Non-Govt","049-24190","OGL","OGW","SIMMONS 1","1/01/1800","Plugged OG Well","UNDETERMINED","","No","No","Vertical Well","42° 3' 48.169''","-80° 5' 35.125''",42.06338,-80.09309,"EP DOGO NWDO Dstr Off","Erie","Millcreek Twp","6017 PEACH ST","","ERIE","PA","16509-3471","","",39884,"6/27/2022",41636,45968
"OGO-47845","MARVIN SANDERS OIL","Active, Non-Govt","123-04239","OGL","OGW","SANDENE 16","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 57' 57.765''","-79° 17' 45.016''",41.966046,-79.295838,"EP DOGO NWDO Dstr Off","Warren","Sugar Grove Twp","508 DOBSON RD","RR 1 BOX 192B","SUGAR GROVE","PA","16350-5612","","",206622,"11/30/2022",208599,35925
"OGO-69059","MCCRACKEN ENERGY SVC LLC","Active, Non-Govt","083-12311","OGL","OGW","STANFORD BARRETT 1","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 59' 49.62''","-78° 37' 56.36''",41.997117,-78.632322,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","189 HARRISBURG RUN","","BRADFORD","PA","16701","","",142202,"9/23/2022",144135,344603
"OGO-69059","MCCRACKEN ENERGY SVC LLC","Active, Non-Govt","083-12312","OGL","OGW","STANFORD BARRETT 4","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 59' 48.4''","-78° 37' 48.74''",41.996778,-78.630206,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","189 HARRISBURG RUN","","BRADFORD","PA","16701","","",142203,"10/18/2022",144136,344603
"OGO-69059","MCCRACKEN ENERGY SVC LLC","Active, Non-Govt","083-12314","OGL","OGW","STANFORD BARRETT 8","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 59' 48.57''","-78° 37' 48.432''",41.996825,-78.63012,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","189 HARRISBURG RUN","","BRADFORD","PA","16701","","",142205,"10/11/2022",144138,344603
"OGO-69059","MCCRACKEN ENERGY SVC LLC","Active, Non-Govt","083-29152","OGL","OGW","BIG SHANTY (488 ACRES) 75","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 51' 29.948''","-78° 39' 35.020''",41.858319,-78.659728,"EP DOGO NWDO Dstr Off","McKean","Lafayette Twp","189 HARRISBURG RUN","","BRADFORD","PA","16701","","",151809,"6/10/2022",153756,344603
"OGO-69059","MCCRACKEN ENERGY SVC LLC","Active, Non-Govt","083-39808","OGL","OGW","""SHERMAN"" FLOOD 57 87","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 56' 54.708''","-78° 31' 5.808''",41.94853,-78.51828,"EP DOGO NWDO Dstr Off","McKean","Otto Twp","189 HARRISBURG RUN","","BRADFORD","PA","16701","","",162475,"8/29/2023",164424,344603
"OGO-69572","MCCRACKEN OIL & GAS LLC","Active, Non-Govt","083-57674","OGL","OGW","LAWSON 3","1/01/1800","Plugged OG Well","UNDETERMINED","","No","No","Undetermined","41° 59' 57.588''","-78° 38' 14.784''",41.99933,-78.63744,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","189 HARRISBURG RUN","","BRADFORD","PA","16701-3375","","",868401,"2/15/2024",870886,380826
"OGO-69572","MCCRACKEN OIL & GAS LLC","Active, Non-Govt","083-57675","OGL","OGW","LAWSON 5","1/01/1800","Plugged OG Well","UNDETERMINED","","No","No","Undetermined","41° 59' 54.200''","-78° 38' 8.646''",41.998389,-78.635735,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","189 HARRISBURG RUN","","BRADFORD","PA","16701-3375","","",868403,"6/05/2024",870887,380826
"OGO-69572","MCCRACKEN OIL & GAS LLC","Active, Non-Govt","083-57678","OGL","OGW","LAWSON 8","1/01/1800","Plugged OG Well","UNDETERMINED","","No","No","Undetermined","41° 59' 55.438''","-78° 38' 17.473''",41.998733,-78.638187,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","189 HARRISBURG RUN","","BRADFORD","PA","16701-3375","","",868426,"11/22/2023",870914,380826
"OGO-69572","MCCRACKEN OIL & GAS LLC","Active, Non-Govt","083-57679","OGL","OGW","LAWSON 11","1/01/1800","Plugged OG Well","UNDETERMINED","","No","No","Undetermined","41° 59' 57.778''","-78° 38' 25.926''",41.999383,-78.640535,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","189 HARRISBURG RUN","","BRADFORD","PA","16701-3375","","",868441,"1/05/2024",870928,380826
"OGO-69572","MCCRACKEN OIL & GAS LLC","Active, Non-Govt","083-57680","OGL","OGW","LAWSON 16","1/01/1800","Plugged OG Well","UNDETERMINED","","No","No","Undetermined","41° 59' 57.102''","-78° 38' 25.926''",41.999195,-78.640535,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","189 HARRISBURG RUN","","BRADFORD","PA","16701-3375","","",868442,"1/26/2024",870929,380826
"OGO-69572","MCCRACKEN OIL & GAS LLC","Active, Non-Govt","083-57681","OGL","OGW","LAWSON 17","1/01/1800","Plugged OG Well","UNDETERMINED","","No","No","Undetermined","41° 59' 56.904''","-78° 38' 27.571''",41.99914,-78.640992,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","189 HARRISBURG RUN","","BRADFORD","PA","16701-3375","","",868444,"1/12/2024",870930,380826
"OGO-69572","MCCRACKEN OIL & GAS LLC","Active, Non-Govt","083-57687","OGL","OGW","LAWSON 10","1/01/1800","Plugged OG Well","UNDETERMINED","","No","No","Undetermined","41° 59' 55.611''","-78° 38' 28.737''",41.998781,-78.641316,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","189 HARRISBURG RUN","","BRADFORD","PA","16701-3375","","",870345,"2/08/2024",873037,380826
"OGO-69572","MCCRACKEN OIL & GAS LLC","Active, Non-Govt","083-57688","OGL","OGW","LAWSON 9","1/01/1800","Plugged OG Well","UNDETERMINED","","No","No","Undetermined","41° 59' 55.122''","-78° 38' 24.410''",41.998645,-78.640114,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","189 HARRISBURG RUN","","BRADFORD","PA","16701-3375","","",870347,"5/02/2024",873039,380826
"OGO-69572","MCCRACKEN OIL & GAS LLC","Active, Non-Govt","083-57689","OGL","OGW","LAWSON 15","1/01/1800","Plugged OG Well","UNDETERMINED","","No","No","Undetermined","41° 59' 54.146''","-78° 38' 21.145''",41.998374,-78.639207,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","189 HARRISBURG RUN","","BRADFORD","PA","16701-3375","","",870348,"2/23/2024",873041,380826
"OGO-69572","MCCRACKEN OIL & GAS LLC","Active, Non-Govt","083-57690","OGL","OGW","LAWSON 14","1/01/1800","Plugged OG Well","UNDETERMINED","","No","No","Undetermined","41° 59' 53.437''","-78° 38' 16.404''",41.998177,-78.63789,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","189 HARRISBURG RUN","","BRADFORD","PA","16701-3375","","",870349,"7/12/2024",873043,380826
"OGO-33898","MCDONALD MGMT","Active, Non-Govt","003-00832","OGL","OGW","K SHANE 2","1/01/1800","DEP Plugged","COMB. OIL&GAS","","No","No","Vertical Well","40° 21' 48.5''","-80° 11' 31.5''",40.363472,-80.192083,"EP DOGO SWDO Dstr Off","Allegheny","South Fayette Twp","7350 REFUGEE RD","","PICKERINGTON","OH","43147-9101","","",5283,"11/02/2022",7031,49639
"OGO-68720","MCH CORP","Active, Non-Govt","049-22926","OGL","OGW","ANNA K STROMENGER 1","1/01/1800","Plugged OG Well","UNDETERMINED","","No","No","Vertical Well","42° 4' 40.512''","-80° 5' 35.124''",42.07792,-80.09309,"EP DOGO NWDO Dstr Off","Erie","Millcreek Twp","5515 PEACH ST","","ERIE","PA","16509-2695","","",38622,"12/20/2023",40374,318388
"OGO-39351","MDS ENERGY DEV LLC","Active, Non-Govt","005-30652","OGL","OGW","MATTHEW ANTHONY 3M-86","6/17/2010","Plugged OG Well","GAS","","Yes","No","Vertical Well","40° 52' 58.61''","-79° 33' 20.23''",40.882947,-79.555619,"EP DOGO NWDO Dstr Off","Armstrong","East Franklin Twp","409 BUTLER RD STE A","","KITTANNING","PA","16201-4403","MATTHEW ANTHONY 3M-86",147335,734500,"12/01/2023",730799,287170
"OGO-39351","MDS ENERGY DEV LLC","Active, Non-Govt","005-30685","OGL","OGW","BOB R GEORGE ETUX 3M-59","8/28/2010","Plugged OG Well","GAS","","Yes","No","Vertical Well","40° 48' 38.56''","-79° 29' 27.58''",40.810711,-79.490994,"EP DOGO NWDO Dstr Off","Armstrong","Manor Twp","409 BUTLER RD STE A","","KITTANNING","PA","16201-4403","BOB R GEORGE ETUX 3M-59",147339,736223,"3/18/2025",732028,287170
"OGO-65410","MEDINA RES DEV CO LLC","Active, Non-Govt","049-21076","OGL","OGW","VERE O WOODS 1","1/01/1800","Plugged OG Well","GAS","","No","Yes","Vertical Well","41° 51' 50.882''","-80° 7' 47.834''",41.864134,-80.129954,"EP DOGO NWDO Dstr Off","Erie","Washington Twp","23007 US HIGHWAY 6 AND 19","","CAMBRIDGE SPRINGS","PA","16403-3447","","",36773,"11/10/2022",38525,246293
"OGO-65410","MEDINA RES DEV CO LLC","Active, Non-Govt","049-21307","OGL","OGW","SILAS & ELSIE COON 1","4/01/1981","Plugged OG Well","GAS","","No","Yes","Vertical Well","41° 54' 20.595''","-79° 59' 43.411''",41.905721,-79.995392,"EP DOGO NWDO Dstr Off","Erie","Le Boeuf Twp","23007 US HIGHWAY 6 AND 19","","CAMBRIDGE SPRINGS","PA","16403-3447","","",37004,"7/06/2022",38756,246293
"OGO-65410","MEDINA RES DEV CO LLC","Active, Non-Govt","049-21384","OGL","OGW","EZRA E & LOUISE SNYDER 1","6/02/1981","Plugged OG Well","GAS","","No","Yes","Vertical Well","41° 51' 51.516''","-80° 5' 13.376''",41.86431,-80.087049,"EP DOGO NWDO Dstr Off","Erie","Washington Twp","23007 US HIGHWAY 6 AND 19","","CAMBRIDGE SPRINGS","PA","16403-3447","","",37081,"10/03/2022",38833,246293
"OGO-65410","MEDINA RES DEV CO LLC","Active, Non-Govt","049-21527","OGL","OGW","CHARLES W & DAVID GURIEL 1","8/26/1981","Plugged OG Well","GAS","","No","Yes","Vertical Well","41° 56' 35.361''","-80° 5' 3.6492''",41.943156,-80.084347,"EP DOGO NWDO Dstr Off","Erie","Washington Twp","23007 US HIGHWAY 6 AND 19","","CAMBRIDGE SPRINGS","PA","16403-3447","","",37223,"10/25/2024",38975,246293
"OGO-65410","MEDINA RES DEV CO LLC","Active, Non-Govt","049-21825","OGL","OGW","RICHARD P HARRINGTON 1 1","1/01/1800","Plugged OG Well","GAS","","No","Yes","Vertical Well","41° 54' 59.097''","-80° 1' .7932''",41.916416,-80.016887,"EP DOGO NWDO Dstr Off","Erie","Waterford Twp","23007 US HIGHWAY 6 AND 19","","CAMBRIDGE SPRINGS","PA","16403-3447","","",37521,"7/27/2022",39273,246293
"OGO-65410","MEDINA RES DEV CO LLC","Active, Non-Govt","049-21909","OGL","OGW","JOSEPH & ELEANOR PACZYNSKI 1","1/01/1800","Plugged OG Well","GAS","","No","Yes","Vertical Well","41° 52' .1416''","-79° 57' 46.821''",41.866706,-79.963006,"EP DOGO NWDO Dstr Off","Erie","Le Boeuf Twp","23007 US HIGHWAY 6 AND 19","","CAMBRIDGE SPRINGS","PA","16403-3447","","",37605,"11/06/2023",39357,246293
"OGO-65410","MEDINA RES DEV CO LLC","Active, Non-Govt","049-21960","OGL","OGW","DOMINICK SEMENTELL 1","7/06/1982","Plugged OG Well","GAS","","No","Yes","Vertical Well","41° 55' 40.015''","-80° 0' 21.931''",41.927782,-80.006092,"EP DOGO NWDO Dstr Off","Erie","Waterford Twp","23007 US HIGHWAY 6 AND 19","","CAMBRIDGE SPRINGS","PA","16403-3447","","",37656,"9/20/2024",39408,246293
"OGO-65410","MEDINA RES DEV CO LLC","Active, Non-Govt","049-22496","OGL","OGW","RAY & RUTH SALMON B6","1/01/1800","Plugged OG Well","GAS","","No","Yes","Vertical Well","41° 55' 27.577''","-80° 0' 53.604''",41.924327,-80.01489,"EP DOGO NWDO Dstr Off","Erie","Waterford Twp","23007 US HIGHWAY 6 AND 19","","CAMBRIDGE SPRINGS","PA","16403-3447","","",38192,"8/29/2022",39944,246293
"OGO-65410","MEDINA RES DEV CO LLC","Active, Non-Govt","049-23011","OGL","OGW","EDWARD ANYZEK 1","1/01/1800","Plugged OG Well","GAS","","No","Yes","Vertical Well","41° 52' 49.602''","-80° 1' 35.742''",41.880445,-80.026595,"EP DOGO NWDO Dstr Off","Erie","Le Boeuf Twp","23007 US HIGHWAY 6 AND 19","","CAMBRIDGE SPRINGS","PA","16403-3447","","",38707,"8/02/2024",40459,246293
"OGO-65410","MEDINA RES DEV CO LLC","Active, Non-Govt","049-23387","OGL","OGW","RONALD J & CLARA L FINCH 1","11/30/1983","Plugged OG Well","GAS","","No","Yes","Vertical Well","41° 58' 30.109''","-79° 59' 11.732''",41.97503,-79.986592,"EP DOGO NWDO Dstr Off","Erie","Waterford Twp","23007 US HIGHWAY 6 AND 19","","CAMBRIDGE SPRINGS","PA","16403-3447","","",39083,"9/27/2023",40835,246293
"OGO-65410","MEDINA RES DEV CO LLC","Active, Non-Govt","049-23393","OGL","OGW","WAYNE H STEEN 1","1/01/1800","Plugged OG Well","GAS","","No","Yes","Vertical Well","41° 58' 29.197''","-79° 57' 32.796''",41.974777,-79.95911,"EP DOGO NWDO Dstr Off","Erie","Waterford Twp","23007 US HIGHWAY 6 AND 19","","CAMBRIDGE SPRINGS","PA","16403-3447","","",39089,"10/18/2023",40841,246293
"OGO-65410","MEDINA RES DEV CO LLC","Active, Non-Govt","049-23954","OGL","OGW","WALTER MORASKI 1","1/01/1800","Plugged OG Well","GAS","","No","No","Vertical Well","41° 58' 16.291''","-80° 0' 15.019''",41.971192,-80.004172,"EP DOGO NWDO Dstr Off","Erie","Waterford Twp","23007 US HIGHWAY 6 AND 19","","CAMBRIDGE SPRINGS","PA","16403-3447","","",39648,"7/30/2025",41400,246293
"OGO-65410","MEDINA RES DEV CO LLC","Active, Non-Govt","049-24034","OGL","OGW","JAMES & LOUISE GLOVER 4","1/01/1800","Plugged OG Well","GAS","","No","Yes","Vertical Well","41° 54' 8.892''","-79° 58' 33.182''",41.90247,-79.975884,"EP DOGO NWDO Dstr Off","Erie","Le Boeuf Twp","23007 US HIGHWAY 6 AND 19","","CAMBRIDGE SPRINGS","PA","16403-3447","","",39728,"11/22/2023",41480,246293
"OGO-65410","MEDINA RES DEV CO LLC","Active, Non-Govt","049-24081","OGL","OGW","NORMAN PORTER 2","1/01/1800","Plugged OG Well","GAS","","No","Yes","Vertical Well","41° 51' 56.462''","-79° 59' 5.136''",41.865684,-79.98476,"EP DOGO NWDO Dstr Off","Erie","Le Boeuf Twp","23007 US HIGHWAY 6 AND 19","","CAMBRIDGE SPRINGS","PA","16403-3447","","",39775,"8/23/2024",41527,246293
"OGO-36206","MICHAEL HARJU","Active, Indiv","003-00962","OGL","OGW","NIXON 501-3","1/01/1800","DEP Plugged","GAS","","No","No","Vertical Well","40° 22' 58.386''","-80° 4' 14.390''",40.382885,-80.070664,"EP DOGO SWDO Dstr Off","Allegheny","Scott Twp","PO BOX 23","","SPRING CHURCH","PA","15686-0023","","",5413,"9/12/2024",7161,93301
"OGO-36206","MICHAEL HARJU","Active, Indiv","003-00964","OGL","OGW","CHARTER 502-1","1/01/1800","DEP Plugged","GAS","","No","No","Vertical Well","40° 22' 57.9''","-80° 4' 21.601''",40.38275,-80.072667,"EP DOGO SWDO Dstr Off","Allegheny","Scott Twp","PO BOX 23","","SPRING CHURCH","PA","15686-0023","","",5415,"5/18/2024",7163,93301
